vin,model,mfg_year,fuel_type,base_kmpl
EZJLM5DQ,International LT,2013,LNG,13.37
RIQZS292,Ram ProMaster,2000,Diesel,11.23
AW63DW4C,Peterbilt 579,2003,LNG,10.48
D5LMULWE,Arrival Van,2002,CNG,10.82
ELJPP9IPKQUU2H,Volvo VNL,2011,CNG,9.37
FRF899OF,Thomas Saf-T-Liner,2012,Diesel,10.91
58Q18WKO,BYD 8TT,2008,Hybrid,10.7
9QNRBZX0,BYD 8TT,2007,CNG,14.76
GPR3RKB0,Volvo VNL,2001,Hybrid,12.14
TWWE3AZS,Mack Anthem,2009,Cng,13.77
7XQ1JW4B,Ford Transit,2016,LNG,9.38
OBK3G84U,Tesla Semi,2007,Petrol,7.14
OV7ZRS6P,Volvo VNL,2002,Petrol,7.58
7I6ZU4LB,Ford F-750,2011,Diesel,12.68
S8VOTQIS,International LT,2019,CNG,14.19
65AFU20V,Blue Bird All American,2021,Electric,2.58
JO1A42YS,Thomas Saf-T-Liner,2017,Petrol,17.41
LPXN9ECA,IC Bus CE Series,2012,Hybrid,20.94
EK78I31G,Mack Anthem,2001,Electric,5.81
2U0NDPFG,Tesla Semi,2012,Diesel,9.05
QGZUCPLK,Nikola Tre,2026,,20.55
2V4FB4BM,Western Star 5700XE,2026,Petrol,16.4069828977
j064k34r,Ram ProMaster,2008,CNG,12.53
O4SSPJ01,Nikola Tre,,Petrol,8.81
00000000,Hino 268,2005,Hybrid,16.06
NQ189Y42,Kenworth T680,2017,CNG,10.12
D9L5SRAQ,Isuzu NPR,2023,CNG,15
K0B1FI1H,Nikola Tre,2027,Petrol,13.67
VT01XFR3SXDMJ4JM,Hyundai XCIENT,2008,Hybrid,10.25
ND2C2FW5,Mack Anthem,2009,Hybrid,15.45
0FAKABYI,Chevrolet Silverado 4500HD,2026,Electric,4.77
2AU46LPK,Mercedes Sprinter,2021,Diesel,1
G5DWCMEH,Ford Transit,2020,LNG,11.8
BBBBBBBB,Western Star 5700XE,2026,Diesel,7.81
1DIS5PFI,Arrival Van,2000,Electric,4.59
FAF5KCIH,Kenworth T680,2023,Diesel,7.45
KNXN52GO,Ford Transit,2004,CNG,10.88
A90UEAHA,Ram ProMaster,2020,Hybrid,21.26
8O7SFPKZ,Ford Transit,2015,Electric,4.15
6ZLLL86Y,Freightliner M2,2004,Hybrid,19.82
CFJB0MM9,Thomas Saf-T-Liner,2000,LNG,9.95
SXUAOZMZ,Volvo VNL élite,2012,Diesel,11.13
SJ0WAM3C,Mack Anthem,2009,Petrol,14.57
WFEOJGFA,Western Star 5700XE,2002,Electric,5.53
RTC0Z7Q0,Isuzu NPR,2019,CNG,15.87
GXCLAOLH,Rivian EDV,2026,Electric,4.58
0G5W5FIE,Peterbilt 579,2000,Diesel,6.07
7FFTG4CV,Arrival Van,2023,Hybrid,18.22
FRRLOA8O,Thomas Saf-T-Liner,2026,Petrol,7.67
6T2GL9S0,Rivian EDV,2009,Petrol,6.35
8F1V3ZIH,Nikola Tre,2025,LNG,9.65
GKHAT8ZJ,Ford Transit,2004,LNG,8.92
ENACMRNM,Ford Transit,Year2022,Petrol,9.27
SNIMUX73,Freightliner M2,2012,LNG,12.95
5J6A2SQM,Hyundai XCIENT,2016,Electric,5.56
VUAZXKDQ,Ford Transit,2015,Diesel,6.71
8T3670CH,Kenworth T680,2018,CNG,8.74
F8CGVYIE,Nikola Tre,2007,Electric,4.53
0D74GUCD,Thomas Saf-T-Liner,2016,Diesel,9.23
0ZKY5UN7,Tesla Semi,2009,CNG,8.75
YKFVDK3C,Volvo VNL,2016,Petrol,8.32
5Q7GX2SL,International LT,2012,Diesel,9.02
87XIR2G4,Rivian EDV,2000,Hybrid,14.78
RH7CJJEY,Mercedes Sprinter,2020,Diesel,7.45
hq3ozbwy,Peterbilt 579,2003,LNG,7.32
8QA7JMOS,Kenworth T680,2004,CNG,13.01
V6N1QDKJ,Freightliner M2 – 特别版,2026,LNG,13.8
D5LGCDMM,Peterbilt 579,2012,Hybrid,20.36
3CKY6N66,Thomas Saf-T-Liner,2018,CNG,13.09
FOTP3Z4R,Thomas Saf-T-Liner,2022,Electric,4.25
HVVL74C5,Rivian EDV,2023,LNG,8.24
6aq2sw17,Kenworth T680,2020,LNG,12.0
UI75YJF6,Hino 268,2013,LNG,12.58
1TFRSA8Z,International LT,2026,Diesel,5.02
BLS9ADBA,Nikola Tre,2024,Electric,5.65
8VF5T2MA,Hyundai XCIENT,2014,Petrol,N/A
RZ661QYI,Isuzu NPR,2002,Diesel,12.6
6OZAHCPR,Thomas Saf-T-Liner,2003,Hybrid,10.44
G08ZZKK4,Hino 268,2003,Petrol,15.13
5RL321IE,Chevrolet Silverado 4500HD,2004,Petrol,10.46
O0EK219Q,International LT,2010,Petrol,16.41
D32X570L,Freightliner M2,2025,Diesel,13.64
J9ME1V13,Peterbilt 579,2015,Electric,5.95
0MV83TIG,Isuzu NPR,2011,Electric,28.39
OJRGBLGB,Peterbilt 579,2022,Hybrid,13.74
4MMV1W4K,Rivian EDV,2012,Diesel,11.44
EVL4SPQJ,Blue Bird All American,2023,CNG,14.21
XUYFNMMS,Nikola Tre,2003,Petrol,17.95
OO8LOR8W,Hyundai XCIENT,2015,Hybrid,11.15
C3UY718M,"Volvo
VNL",2011,Petrol,15.02
6UWXG6IL,Volvo VNL,2009,Petrol,9.32
Z37SPN09,Isuzu NPR,2019,Electric,5.07
W5ONT8RE,IC Bus CE Series,2020,Diesel,10.56
FXB8F9XLKJV7H,Isuzu NPR,2006,Electric,2.62
86ZMQ0PR,Western Star 5700XE,2013,Diesel,6.87
5Y5Y17EO,Ford Transit,2010,Electric,5.5
PDWXEZIH,Rivian EDV,2011,Diesel,10.94
4CTYAZ06,Freightliner M2,2008,Electric,nan
CX5CIOY5,Ford Transit,2011,Petrol,9.36
MVKEJDVT,Nikola Tre,2017,Petrol,9.01
FPN1BBMF,Hino 268,2013,Hybrid,14.06
I25Y4XVR,Arrival Van,2020,Petrol,7.29
  8O92WFQL  , Blue Bird All American , 2002 , CNG , 15.11 
QGTUMP1L,Chevrolet Silverado 4500HD,2002,Diesel,7.63
FSDA8980,Volvo VNL,2016,Hybrid,16.56
9AQGYATN,Arrival Van,2003,CNG,8.64
WZDMRR6H,International LT,2000,Hybrid,11.74
JJSA4RZY,Arrival Van,2021,Electric,
9ICQV240,Isuzu NPR,2009,CNG,6.9699985989
R0V9D5E9,Ford Transit,2026,Diesel,5.77
1DV63WCE,Ram ProMaster,2008,CNG,14.47
12K5W8V1,Arrival Van,2021,Electric,4.36
GM25LEN6,Mercedes Sprinter,2012,Hybrid,14.07
7ASXYW1G,Blue Bird All American,2018,CNG,11.38
U48GWGHM,Arrival Van,2004,Electric,4.6
3HGGQT2O,Hino 268,2006, CNG,9.13
KGHDYOQ3,Western Star 5700XE,1949,Electric,4.86
XQYM52XG,Mack Anthem,2013,Petrol,12.03
RWDWF1TQ,Nikola Tre,2023,Electric,5.07
68G7DSB5,Nikola Tre,2014,CNG,12.9
L80CEIM0,BYD 8TT,2002,CNG,9.97
,Mack Anthem,2011,Hybrid,19.81
7D4NGQ3V,Ford Transit,2005,CNG,9.11
F2T23RVZ,Nikola Tre,2050,CNG,9.01
JHORNLNY,"Freightliner M2, Heavy Duty",2025,Electric,4.27
GCTS8H5B,Mercedes Sprinter,2000,Diesel,5.93
IWA81MVE,Rivian EDV,2012,Electric,2.65
QJP0XSM9,International LT,2008,LNG,9.39
G1YFYC8N,Freightliner M2,2022,Diesel,12.23
41O2DGE7,Ford F-750,2019,CNG,13.52
LKLY,Isuzu NPR,2019,Hybrid,15.23
VOGSZSPJJOV2V52,International LT,2013,Hybrid,16.78
3839Z01P,Blue Bird All American,2020,CNG,13.72
3ZM1N5FC,Freightliner M2,2012,Petrol,13.92
QCQZBPWA,IC Bus CE Series,2005,Hybrid,6.1453659008
B5180W1Y,Hyundai XCIENT,2009,Hybrid,20.86
5BDVV2P8,Unknown,2014,Petrol,16.05
JBFH515Z,Rivian EDV,2015,Petrol,17.33
XQRW39HP,Thomas Saf-T-Liner,2002,LNG,7.77
3FO1YPIS,Chevrolet Silverado 4500HD,2020,LNG,11.27
Y9LZYEAT,Arrival Van,2014,CNG,9.27
KSP2EX5T,Western Star 5700XE,2013,Electric,4.08
XNJ01V1P,Hino 268,2024,LNG,12.01
2EK1HW67,Arrival Van,2014,CNG,15.79
V6JSLUK4,     ,2010,Electric,5.26
G6MEEBAQ,Western Star 5700XE,2007,Petrol,2
KPWZG0UO,Thomas Saf-T-Liner,2023,Petrol,16.48
YZ0GMV0A,Ford F-750,2004,Petrol,9.04
AD3KSC2M,Isuzu NPR,2016,Electric,4.82
NSI9SIPX,Kenworth T680,2013,Hybrid,14.49
NO491GSU,Mack Anthem,2010,Hybrid,11.29
UG82Z8EX,Ford Transit,2001,Petrol,10.6
J7U98VWB,Isuzu NPR,2022,LNG,10.97
JKPS73IL,IC Bus CE Series,2012,LNG,7.27
XR16E2R9,Tesla Semi,2025,CNG,12.48
OR6RQ70I,Rivian EDV,2023,CNG,15.17
IYUB31P3,Rivian EDV,2017,LNG,11.39
KB68RERV,Ram ProMaster,2000,Diesel,14.87
CKISSVVJ,Hyundai XCIENT,2014,Hybrid,19.91
X2H8V2WV,Freightliner M2,2002,LNG,12.43
IMW4HGIL,International LT,2004,Diesel,7.93
1HGB/225,Kenworth T680,2013,LNG,13.18
  82L4H3IJ  , Tesla Semi , 2012 , Electric , 3.95 
X8XC31DO,Ram ProMaster,2006,Petrol,12.35
X0BMZDD2,International LT,2021,CNG,10.14
5H28N0D5,Nikola Tre,2002,Hybrid,12.1
I4VB8DSZ,Mack Anthem,2021,Petrol,NaN
QAD28E6R,Blue Bird All American,20 22,LNG,13.63
0CQAK666,IC Bus CE Series,2012,LNG,8.95
NQJU6IKK,International LT,2024,LNG,7.92
4JYMUJQP,Volvo VNL,1938,Hybrid,19.04
3OAG4G9O,Ford Transit,2025,Electric,4.57
0QOJ9N5X,Mack Anthem,2021,LNG,-inf
V5LH9USR,Mack Anthem,2001,Petrol,17.24
6UZS1XKE,Western Star 5700XE,2009,Petrol,17.33
O56RX1HO,Rivian EDV,2011,LNG,8.82
MBAOQR8S,Tesla Semi,2025,Hybrid,19.63
9FC1XX6C,Hyundai XCIENT,2022,Diesel,12.99
A1VB0BS9,Hyundai XCIENT,2007,LNG,10.09
SDZNZGBL,Mercedes Sprinter,2012,Diesel,7.8
ETCFPUFN,Ford Transit,2017,Electric,4.95
XCBY0T0I,BYD 8TT,2024,Electric,5.55
Z50VQ2FI,Nikola Tre,2019,LNG,13.91
LHVG6DOZ,Western Star 5700XE,2015,LNG,11.19
GQNOWUXN,Ford F-750,2010,Electric,nan
JEZ9HNYU,Thomas Saf-T-Liner,2017,LNG,10.37
GHVUNVJJ,Ford F-750,2010,Electric,5.79
BV5ZHP6P,IC Bus CE Series,2026,Electric,4.45
TAVJRUG6,Tesla Semi,2019,Petrol,17.37
8MJIJ8WL,IC Bus CE Series,2017,Diesel,8.29
I791522O,Nikola Tre,2024,LNG,12.48
5X9E0RAG,Western Star 5700XE,2019,Petrol,9.53
P98SNLC1,Tesla Semi,2020,Diesel,8.31
1BT8I3VY,     ,2020,LNG,10.54
Z9CBO41J,BYD 8TT,2007,Diesel,14.2
FE8FGKVT,Ford Transit,2017,CNG,14.75
1VO8S37N,Tesla Semi,2026,Electric,5.11
RRVSFFCX,Western Star 5700XE,2004,Petrol,8.24
BAACOU0O,Rivian EDV,2007,Electric,5.24
2SPVBAXI,Freightliner M2,2020,LNG,10.15
ZOJ42ZJJ,Arrival Van,2017,Hybrid,12.26
Y79LP5SK,Ford Transit,2016,Hybrid,21.47
E3Z19C57,Peterbilt 579,2007,Petrol,7.65
C8MDRXB8,Hyundai XCIENT,2015,Hybrid,11.99
8QAQX9V3,Peterbilt 579,2006,Electric,2.84
KIKSOEHP,Mack Anthem,2021,Petrol,10.59
BWZLO23C,Rivian EDV,2005,Diesel,10.69
9ODEDNF9,Arrival Van,2012,Electric,17
MTK7P6XS,BYD 8TT,2012,Electric,3.47
XA766D93,Arrival Van,2011,Electric,5.63
DHCCENJ2,Hyundai XCIENT,2014,LNG,11.55
H3UXE0IZ,"Volvo
VNL",2012,Petrol,9.75
2ESJCT6O,BYD 8TT,2000,LNG,12.19
,Peterbilt 579,2022,Petrol,12.89
,Tesla Semi,2008,Petrol,12.66
HXD2SB8D,Peterbilt 579,2014,Electric,23.7
WHZ711LC,International LT,2009,Hybrid,15.46
  VXE9FFST  , Tesla Semi , 2020 , CNG , 13.69 
PAJMFOTE,Kenworth T680,2019,Diesel,13.2
ES2RI2B6,Western Star 5700XE,2011,Petrol,13.34
329P6X7Z,Rivian EDV,2000,Electric,2.98
FKMSBZZR,Volvo VNL,2022,CNG,15.2
BOR3H5JU,Mercedes Sprinter,2013.3,Diesel,14.58
0188QR7J,Peterbilt 579,2008,Petrol,NaN
KN0JZYU3,Ford F-750,2017,Electric,3.77
VB6P325N,Western Star 5700XE,2011,LNG,12.26
Q3CYBYC4,Isuzu NPR,2006,LNG,13.42
UT4IEC1G,Thomas Saf-T-Liner,2006,CNG,13.38
4U2I1W5E,IC Bus CE Series,2017,LNG,10.43
93ENVRJQ,Isuzu NPR,2016,Hybrid,11.53
RR1JUVJK,Kenworth T680,2017,LNG,13.07
2G24ABYQ,Ford F-750,2018,Hybrid,17.55
KBG0IM28,Ram ProMaster,2005,CNG,12.08
Z06QW64A,Mercedes Sprinter,2017,CNG,8.68
A8B4KMNS,Rivian EDV,2006,Electric,21.63
Y2J3YYDH,Ford Transit,2020,Diesel,13.32
M6WG6A1A,Tesla Semi,2024,CNG,14.4
28SIE7CO,Kenworth T680,2008,Diesel,12.48
FE52M1AL,Kenworth T680,2015,Petrol,14.47
HIW4FDF9,Blue Bird All American,2013,Diesel,"19,71"
PI0H5X19,Volvo VNL,2000,CNG,8.37
2JS9TZYZ,Kenworth T680,2017,CNG,8.87
QVNDBZM0,International LT,2010,CNG,11.86
EISTG9BM,Unknown,2004,Diesel,13.63
3GHA1YNZ,Ford Transit,2023,Diesel,9.12
Z1Y3N0MW,Mack Anthem,2013,Petrol,12.26
3I6ZIBGH,Ram ProMaster,2022,LNG,13.78
59A35YIQ,Mercedes Sprinter,2006,3,18.8
HQM0JMRZ,Mack Anthem,2006,Electric,5.13
TRE188Y4,     ,2015,Petrol,14.08
SB6ZX7QM,Western Star 5700XE,2024,Hybrid,19.39
CYNL63GA,International LT,2021,Hybrid,16.81
FPHMZOIM,BYD 8TT,2001,Diesel,12.04
7VBJRBZJ,Hyundai XCIENT,2001,Electric,5.9
EQGMDVKO,Ford F-750,2015,LNG,12.7
G1W75DVQ,Arrival Van,2024,Hybrid,17.48
DUPE6ZNA,Ford F-750,2014,Petrol,10.69
4V3DBYJ9,Ford Transit,2008,Hybrid,15.06
WGGG1IAU,Arrival Van,2023,Hybrid,13.38
4QD102KK,BYD 8TT,2019,Diesel,9.96
H9J7MJQO,International LT,2003,CNG,12.41
6O3ACJ1N,Mercedes Sprinter,2026,Hybrid,17.14
NZ5UIYTY,Chevrolet Silverado 4500HD,2007,Electric,4.12
O8PNBIFE,Nikola Tre,2010,Electric,3.86
HTNCVHZT,Freightliner M2,2020,Electric,4.9
1ZGNDN0C,Mack Anthem,2007,Hybrid,-6.28
BWIKOTCK,Mack Anthem,2013,LNG,8.4
9G3B6551,Arrival Van,2026,Petrol,11.05
GMVV6V3V,BYD 8TT,2025,LNG,13.66
VSYXBBF4,Western Star 5700XE,2004,Petrol,13.23
XW2TOZO6,BYD 8TT,2008,Hybrid,13.9
BRV4CKRN,International LT,2012,Electric,3.32
URPJQHV0,BYD 8TT,2004,Petrol,7.47
V4KFIWKE,Ram ProMaster,2018,Electric,5.6
BFJR8WB9,Hino 268,2005,LNG,12.92
C46ECQJQ,Volvo VNL,2001,Hybrid,20.62
83VRIEOV,Tesla Semi,2008,CNG,11.03
0SQG4EIJ,Rivian EDV,2023,Petrol,6.96
XENFRRYB,Kenworth T680,2011,Diesel,13.22
ZWVA26OV,Arrival Van,2012,Electric,4.7
S35XJ5TD,Western Star 5700XE,2002,LNG,9.47
RKAOREXF,Ram ProMaster,2007,Electric,5.05
RRPV12T7,Ford F-750,2018,LNG,10.22
9GBL6OE1,Hino 268,2022,Hybrid,18.23
WBXZWAIU,IC Bus CE Series,2006,Hybrid,16.32
C020ZTX6,Mercedes Sprinter,2016,Electric,5.86
45YU4OZY,Chevrolet Silverado 4500HD,2012,Petrol,14.38
8L14QKE8,Mack Anthem,2018,Hybrid,18.58
HLZ86V6W,Thomas Saf-T-Liner,2001,Diesel,7.43
U7Q7HR8F,Thomas Saf-T-Liner,2012,Electric,3.81
KTX6QCAL,Nikola Tre,2016,LNG,9.09
7PVCF4US,Arrival Van,2005,Electric,4.15
PCXWAYMH,Peterbilt 579,2007,CNG,13.24
0W4FKE9M,Thomas Saf-T-Liner,2000,CNG,12.81
ZQZH53A8,Thomas Saf-T-Liner,2023,CNG,8.97
H3TT62D8,Mercedes Sprinter,2022,Petrol,13.51
F3TF14FR,Tesla Semi,2019,Hybrid,17.7
410A3924,3690,2003,Hybrid,17.53
1CVMV4FR,Rivian EDV,2001,Hybrid,17.23
AOBC3OKO,Volvo VNL,2018,Petrol,15.59
Y5CNM3W6,Hino 268,2014,LNG,7.01
W0K26BPL,Mercedes Sprinter,2016,LNG,13.97
RUPVK8R6,Peterbilt 579,2019,Electric,2.83
32GY422K,Hino 268,2020,Hybrid,17.57
BBQLEGQC,Ram ProMaster,2023,Electric,4.04
   ,	, ,  , 
491JJRKI,Mercedes Sprinter,2006,Diesel,6.98
1TBWP90O,Tesla Semi,twenty-twenty,Electric,5.71
FC6QIK3F,BYD 8TT,2014,Hybrid,21.73
LNXYSDRD,Arrival Van,2020,LNG,8.1
YQ9H7U8C,Ram ProMaster,2012,CNG,14.49
CCKB6JCS,Mack Anthem,2000,CNG,13.08
9FWPA4RL,Nikola Tre,2004,Petrol,6.83
NULL,Tesla Semi,2019,Diesel,13.11
4KM3LJSM,Ram ProMaster,2026,Hybrid,21.41
DR6CENXJCRQXWTO,Ford Transit,2018,Hybrid,15.69
86MY5SW0,Rivian EDV,2013,CNG,13.99
UALMUI1J,Rivian EDV,2000,Hybrid,12.32
   ,	, ,  , 
BGNGCFVX,International LT,2015,Electric,5.57
NFIZ0MQG,BYD 8TT,2000,LNG,8.46
0VAQD4OJ,Isuzu NPR,1906,LNG,8.72
CFA09WOK,Ford F-750,2006,LNG,9.66
A4D2SPER,Blue Bird All American,2009,Electric,4.85
E715JG73,Hyundai XCIENT,2000,Diesel,8387.06
0QUDGZL8,BYD 8TT,2015,CNG,unknown
V6YJOAOE,Hino 268,2014,CNG,12.79
V4PSV8JS,Thomas Saf-T-Liner,2025,CNG,10.23
AXWDSB99,Thomas Saf-T-Liner,2010,Hybrid,10.82
0UFBC16L,Ford F-750,2017,Petrol,12.05
J385A9GU,Nikola Tre,2015,Hybrid,20.05
L3K11V3Q,Ford Transit,2020,Hybrid,13.3
6S5J81GT,Blue Bird All American,2010,Hybrid,15.4
75XTUCXG,Nikola Tre,2007,Petrol,17.19
VHVK3VSN,Chevrolet Silverado 4500HD,2009,Hybrid,-4.23
P0DT79T6,Hino 268,2016,LNG,12.22
1HQB1EG4,Thomas Saf-T-Liner,2014,Petrol,8.4
QC63YQIY,IC Bus CE Series,2024,LNG,10.94
52QFE980,Tesla Semi,2016,Electric,4.69
08Y6JGJU,Kenworth T680,2026,Petrol,6.32
AWOFSMSL,Kenworth T680,2025,CNG,8.07
Z1P8IM19,Hyundai XCIENT,2004,Hybrid,16.68
LW8D6QOD,Arrival Van,2005,LNG,11.87
1HIP93NU,Freightliner M2,2016,Hybrid,12.12
RQGMO1TA,Thomas Saf-T-Liner,2012,LNG,9.64
,IC Bus CE Series,2021,Hybrid,12.33
ICYAXZRB,Isuzu NPR,2004,Petrol,17.45
L9GVBMQQ,IC Bus CE Series,2014,Diesel,13.69
I46KA0HM,Hyundai XCIENT,2020,Hybrid,18.38
VPDP6TO2,Hyundai XCIENT,2006,Electric,5.92
AUA4CXH5,Hino 268,-211,Diesel,11.96
ATOYVG4G,Hino 268,N/A,Diesel,13.86
OZ8BULO1,Volvo VNL,2026,Diesel,13.66
I3FIQJKK,Chevrolet Silverado 4500HD,2016,Electric,3.93
RBI5E2HU,Peterbilt 579,2021,CNG,10.69
13Y3TDHH,Isuzu NPR,2013,LNG,11.73
WUGZBGUQ,Hino 268,2024,Diesel,7.67
LUGY0L8Y,Thomas Saf-T-Liner,2002,LNG,20
UFCBSHUT,Nikola Tre,2021,Petrol,16.83
NZYMWV6S,Tesla Semi,2000,Diesel,10.01
ZTMVOHF0,Mack Anthem,2025,Hybrid,19.95
UY7XL7GK,Hino 268,2011,LNG,161.64
H08BFZMS,Freightliner M2,2008,CNG,9.09
K7XUJ6AD,Rivian EDV,2026,Petrol,10.12
IEPTSCUS,Mercedes Sprinter,2022,LNG,7.43
4DUAWZOW,Ford Transit,2000,Hybrid,20.93
P4H78QA4,BYD 8TT,2023,Diesel,7.14
N/A,Arrival Van,2011,CNG,10.95
AXR57EV1,Hino 268,2011,LNG,8.26
9MQG7SVG,Ford Transit,2009,Electric,23
T58KOMMY,Ford F-750,2005,Petrol,7.97
4OZKFNOT,Isuzu NPR,2000,LNG,7.25
HOLQC3O1,Rivian EDV,2000,Hybrid,20.28
PIAJD8EE,Hino 268,2012,Diesel,5.96
m4ues1ng,Western Star 5700XE,2023,LNG,10.04
6W51OB53,Ford Transit,2015,LNG,12.16
  5UKNHMFH  , Isuzu NPR , 2001 , Hybrid , 17.16 
931TKWLX,Ford F-750,2010,Electric,2.7
A,Blue Bird All American,2006,CNG,13.72
LX6PC67V,Chevrolet Silverado 4500HD,2022,Petrol,16.91
VOKPDEAF,Hyundai XCIENT,2014,Hybrid,21.78
null,Mercedes Sprinter,2019,Hybrid,18.69
16FO2D12,Volvo VNL,2000,Electric,
FOPDKHV4,Freightliner M2,2006,Petrol,13.7
LTGC3V8M,IC Bus CE Series,2011,Diesel,13.01
JVAA08D7,Hino 268,2026,CNG,11.68
6F7761XS,Kenworth T680,2012,Hybrid,17.8
ARZV34FD,Hino 268,2024,hybrid,23.06
3888XP8F,Western Star 5700XE,2015,Petrol,17.73
9F2TBW4P,Arrival Van,2001,Electric,4.74
3RRLPIZC,Hyundai XCIENT,2024,Petrol,369.31
O5JLYEGL,Volvo VNL,2021,Electric,5.91
V3M13O1B,Ram ProMaster,2017,LNG,8.51
,,,,
NYY17PHB,BYD 8TT,2004,Hybrid,12.93
UEGU13LU,Tesla Semi,2022,LNG,11.93
HIPFKWX5,Chevrolet Silverado 4500HD,NULL,Petrol,14.83
JF12PE14,Mack Anthem,2007,CNG,14.75
7T125T24,Ford Transit,2002,Petrol,7.98
L6ZTNRB8,IC Bus CE Series,2005,LNG,8.19
SYLZTGXN,International LT,2019,Petrol,12.83
HU4C4YCS,Rivian EDV,2008,LNG,8.65
V3GY0YNO,Arrival Van,2010,Diesel,5.08
8LSTU0CG,Mack Anthem,2020,Hybrid,19.39
59I3HZ3Z,Ram ProMaster,2019,CNG,9.45
ZE0IIMR5,Ford Transit,2025,Diesel,9.12
CVHUMKCW,     ,2014,Hybrid,19.24
JLXNT6HY,Ford Transit,2020,Electric,5.29
XAFSUMUX,Mercedes Sprinter,2020,CNG,10.2
9V6ZSMWO,Thomas Saf-T-Liner,2010,Petrol,9.3
8QKBR9FY,Arrival Van,2007,Petrol,13.16
BU7TZZXH,Ford F-750,2024,Diesel,13.05
24GSY5YB,Isuzu NPR,2008,Hybrid,15.33
0W6A718F,Nikola Tre,2013,Electric,4.78
YE1SOFPV,IC Bus CE Series,2003,Hybrid,11.61
9SMGP44D,Rivian EDV,2026,Electric,5.25
738EJBD0,Mack Anthem,2007,Hybrid,13.12
4B7H2BSU,Thomas Saf-T-Liner,2023,Electric,4.47
KU5NCT4R,Ram ProMaster,2005,Petrol,11.01
VPLDII2P,Kenworth T680,2010,Petrol,11.56
7GG3Z4ZL,Kenworth T680,2001,Diesel,5.04
P5N8JPEB,Ford F-750,1912,Petrol,15.02
887N5CMS,Rivian EDV,2024,LNG,13.15
TB6Z5ZKB,Arrival Van,2006,Petrol,8.6701942195
FUYYQTFM,Isuzu NPR,2002,LNG,10.62
60O4QAZ3,Hino 268,2009,LNG,11.86
CTJM5O43,Ford Transit,2014,Diesel,13.32
833QC4AE,Kenworth T680,2025,Diesel,23
8EC1H4J8,Mercedes Sprinter,2015,CNG,13.32
79HB82CM,Volvo VNL,2026,Diesel,6.03
DR0YGMW9,IC Bus CE Series,2021,Petrol,6.36
SGP3JK8X,IC Bus CE Series,2018,CNG,10.46
UI9MJET1,Mack Anthem,2013,Electric,3.52
347NUMCJ,Ram ProMaster,2008,CNG,13.75
VIN-123,Freightliner M2,2002,Electric,5.56
  TSMJUDLV  , Ford F-750 , 2025 , Petrol , 12.85 
09WNZMO7,Western Star 5700XE,2019,LNG,7.76
A55NABM5,Rivian EDV,2013,Diesel,7.9
S2SLR4EH,Chevrolet Silverado 4500HD,2008,Hybrid,17.53
UX0L45UB,Blue Bird All American,2015,CNG,10.35
E86QG8OC,Isuzu NPR,2025,Electric,2.78
5FC79M96,Rivian EDV,2000,LNG,10.02
J7BCND86,Ford F-750,2017,CNG,11.36
VRQPKOCU,Rivian EDV,2008,CNG,14.08
5AMKLVCW,BYD 8TT,2016,Hybrid,inf
73KUY8WC,Ford Transit,2015,Disel,1.21
N2TOIW3V,Kenworth T680,2004,CNG,15.57
3DI2ZG88,Volvo VNL,2017,Electric,3.82
ZLBORIQ8,Western Star 5700XE,2016,Petrol,9.63
  07XC2EKZ  , Western Star 5700XE , 2007 , Electric , 3.46 
A2KWVTFX,Freightliner M2,2015,Petrol,13.84
PNNGH8RI,Mack Anthem,2004,Hybrid,10.93
5KZQC8CO,Peterbilt 579,2017,CNG,NaN
50ITWZ3I,Hino 268,2010,LNG,7.81
,Ram ProMaster,2002,LNG,10.72
E4UNY181,Freightliner M2,2018,Petrol,6.81
YH1SS9R4,Ford Transit,2001,Hybrid,14.67
N/A,Volvo VNL,2016,Petrol,12.59
HHHHHHHH,IC Bus CE Series,2009,Hybrid,15.43
0PLZTE44,Ford Transit,2006,Hybrid,17.38
YSYQBBPK,Blue Bird All American,2003,Hybrid,19.74
U4JMVBJ6,Ram ProMaster,2006,Hybrid,17.42
ZNAXOYCG,Ram ProMaster,2004,Electric,5.05
RQ9NZ612,Western Star 5700XE,2024,LNG,8.73
ZM1PSXN3,Arrival Van,1971,CNG,12.85
R92R6NEM,International LT,2015,Hybrid,19.34
JSOMPXXD,Rivian EDV,2015,CNG,12.42
A,Chevrolet Silverado 4500HD,2004,Electric,5.0
0WTEWGYH,Freightliner M2,2031,CNG,13.07
J9XDH6RW,Ram ProMaster,2023,Petrol,14.34
1TOZHDV5,IC Bus CE Series,2008,Petrol,7.75
G6JY0KT9,BYD 8TT,2000,Hybrid,15.76
OQC3XNCH,Ford F-750,2024,CNG,12.79
J7KOHGQT,Rivian EDV,2023,Petrol,15.47
CJUVPCVV,Nikola Tre,2015,Hybrid,11.62
   ,	, ,  , 
WDQ6LPWL,International LT,2000,Electric,3.81
VM3I0GXH,Kenworth T680,2005,Diesel,14.1
X0JYD1CS,Mercedes Sprinter,2010,Diesel,5.07
ST7MNOED,Kenworth T680,2008,Electric,3.95
null,Western Star 5700XE,2014,Hybrid,10.58
6N18BEQE,Ford Transit,2024,CNG,9.17
Y5G01G4G,IC Bus CE Series,N/A,LNG,11.88
QGV1TPY7,Freightliner M2,2020,LNG,12.15
K945Y9KG,Chevrolet Silverado 4500HD,2005,Hybrid,12.23
